"ID_0","ID_1","dengue"
43,9,1
43,10,1
43,11,1
43,12,1
43,13,1
43,14,1
43,15,1
43,16,1
43,17,1
43,18,1
43,19,1
43,20,1
43,21,1
43,22,1
45,1,1
45,2,1
45,3,1
45,4,1
45,5,1
45,6,1
45,7,1
46,1,1
46,2,1
46,3,1
46,4,1
46,5,1
46,6,1
46,7,1
46,8,1
46,9,1
46,10,1
46,11,1
46,12,1
46,13,1
46,14,1
46,15,1
46,16,1
46,17,1
47,1,1
47,2,1
47,3,1
47,4,1
47,5,1
47,6,1
47,7,1
47,8,1
47,9,1
47,10,1
47,11,1
47,12,1
47,13,1
47,14,1
47,15,1
47,16,1
47,17,1
47,18,1
47,19,1
47,20,1
47,21,1
47,22,1
47,23,1
49,4,1
49,6,1
49,7,1
49,9,1
49,30,1
49,31,1
53,1,1
53,2,1
53,3,1
53,4,1
53,5,1
53,6,1
53,7,1
53,8,1
53,9,1
53,10,1
53,11,1
53,12,1
53,13,1
53,14,1
53,15,1
53,16,1
53,17,1
53,18,1
53,19,1
53,20,1
53,21,1
53,22,1
53,23,1
53,24,1
53,25,1
53,26,1
53,27,1
53,28,1
53,29,1
53,30,1
53,31,1
53,32,1
54,1,1
54,2,1
54,3,1
56,1,1
56,2,1
56,3,1
56,4,1
56,5,1
56,6,1
56,7,1
57,1,1
57,2,1
57,3,1
57,4,1
57,5,1
57,6,1
57,7,1
57,8,1
57,9,1
57,10,1
57,11,1
57,12,1
57,13,1
57,14,1
59,1,1
59,2,1
59,3,1
59,4,1
59,5,1
59,6,1
59,7,1
59,8,1
59,9,1
59,10,1
59,11,1
59,12,1
59,13,1
59,14,1
59,15,1
59,16,1
63,1,1
63,2,1
63,3,1
63,4,1
63,5,1
63,6,1
63,7,1
63,8,1
63,9,1
65,1,1
65,2,1
65,3,1
65,4,1
65,5,1
66,1,1
66,2,1
66,3,1
66,4,1
66,5,1
66,6,1
66,7,1
66,8,1
66,9,1
66,10,1
66,11,1
66,12,1
66,13,1
66,14,1
66,15,1
66,16,1
66,17,1
66,18,1
66,19,1
66,20,1
66,21,1
66,22,1
66,23,1
66,24,1
66,25,1
66,26,1
66,27,1
66,28,1
66,29,1
66,30,1
66,31,1
66,32,1
67,1,1
67,2,1
67,3,1
67,4,1
67,5,1
67,6,1
67,7,1
67,8,1
67,9,1
67,10,1
68,1,1
68,2,1
68,3,1
68,4,1
68,5,1
68,6,1
68,7,1
68,8,1
68,9,1
68,10,1
68,11,1
68,12,1
68,13,1
68,14,1
68,15,1
68,16,1
68,17,1
68,18,1
68,19,1
68,20,1
68,21,1
68,22,1
68,23,1
68,24,1
69,1,1
69,2,1
69,3,1
69,4,1
69,5,1
69,6,1
69,7,1
69,8,1
69,9,1
69,10,1
69,11,1
69,11,1
69,12,1
69,13,1
69,14,1
69,15,1
69,16,1
69,17,1
69,18,1
69,19,1
69,20,1
69,21,1
69,22,1
69,23,1
69,24,1
69,25,1
69,26,1
69,27,1
70,1,1
70,2,1
70,3,1
70,4,1
70,5,1
70,6,1
70,7,1
70,8,1
70,9,1
70,10,1
70,11,1
70,12,1
70,13,1
70,14,1
71,1,1
71,2,1
71,3,1
71,4,1
71,5,1
71,6,1
71,7,1
72,1,1
72,2,1
72,3,1
72,4,1
72,5,1
72,6,1
74,1,1
74,2,1
74,3,1
74,4,1
74,5,1
74,6,1
74,7,1
74,8,1
74,9,1
74,10,1
74,11,1
77,1,1
77,2,1
77,3,1
77,4,1
77,5,1
80,1,1
80,2,1
81,1,1
81,2,1
81,3,1
81,4,1
81,5,1
83,1,1
83,2,1
83,3,1
83,4,1
83,5,1
83,6,1
83,7,1
83,8,1
83,9,1
84,1,1
84,2,1
84,3,1
84,4,1
84,5,1
84,6,1
87,1,1
87,2,1
87,3,1
87,4,1
87,5,1
87,6,1
87,7,1
87,8,1
87,9,1
87,10,1
91,1,1
91,2,1
91,3,1
91,4,1
91,5,1
91,6,1
91,7,1
92,1,1
92,2,1
94,1,1
94,2,1
94,3,1
94,4,1
94,5,1
94,6,1
94,7,1
94,8,1
94,9,1
94,10,1
94,11,1
94,12,1
94,13,1
94,14,1
94,15,1
94,16,1
94,17,1
94,18,1
94,19,1
94,20,1
94,21,1
94,22,1
96,1,1
96,2,1
96,3,1
96,4,1
96,5,1
96,6,1
96,7,1
96,8,1
96,9,1
97,1,1
97,2,1
97,3,1
97,4,1
97,5,1
97,6,1
97,7,1
97,8,1
98,1,1
98,2,1
98,3,1
98,4,1
98,5,1
98,6,1
98,7,1
98,8,1
98,9,1
98,10,1
99,1,1
99,2,1
99,3,1
99,4,1
99,5,1
99,6,1
99,7,1
99,8,1
99,9,1
99,10,1
101,1,1
101,2,1
101,3,1
101,4,1
101,5,1
101,6,1
101,7,1
101,8,1
101,9,1
101,10,1
101,11,1
101,12,1
101,13,1
101,14,1
101,15,1
101,16,1
101,17,1
101,18,1
102,1,1
102,2,1
102,3,1
102,4,1
102,5,1
102,6,1
102,7,1
102,8,1
102,9,1
102,10,1
102,11,1
102,12,1
102,13,1
102,14,1
102,15,1
102,16,1
102,17,1
102,18,1
105,1,1
105,2,1
105,3,1
105,4,1
105,5,1
105,6,1
105,7,1
105,8,1
105,9,1
105,10,1
105,11,1
105,12,1
105,13,1
105,14,1
105,15,1
105,16,1
105,17,1
105,18,1
105,19,1
105,20,1
105,21,1
105,22,1
105,23,1
105,24,1
105,25,1
105,26,1
105,27,1
105,28,1
105,29,1
105,30,1
105,31,1
105,31,1
105,32,1
105,33,1
105,34,1
105,35,1
105,36,1
106,1,1
106,2,1
106,3,1
106,4,1
106,5,1
106,6,1
106,7,1
106,8,1
106,9,1
106,10,1
106,11,1
106,12,1
106,13,1
106,14,1
106,15,1
106,16,1
106,17,1
106,18,1
106,19,1
106,20,1
106,21,1
106,22,1
106,23,1
106,24,1
106,25,1
106,26,1
106,27,1
106,28,1
106,29,1
106,30,1
106,31,1
106,32,1
106,33,1
106,34,1
113,1,1
113,2,1
113,3,1
113,4,1
113,5,1
113,6,1
113,7,1
113,8,1
113,9,1
113,10,1
113,11,1
113,12,1
113,13,1
113,14,1
118,1,1
118,2,1
118,3,1
118,4,1
118,5,1
118,6,1
118,7,1
118,8,1
118,9,1
118,10,1
118,11,1
118,12,1
118,13,1
118,14,1
118,15,1
118,16,1
118,17,1
118,18,1
118,19,1
118,20,1
118,21,1
118,22,1
118,23,1
118,24,1
118,25,1
118,26,1
118,27,1
118,28,1
118,29,1
118,30,1
118,31,1
118,32,1
118,33,1
118,34,1
118,35,1
118,36,1
118,37,1
118,38,1
118,39,1
118,40,1
118,41,1
118,42,1
118,43,1
118,44,1
118,45,1
118,46,1
118,47,1
122,1,1
122,2,1
122,3,1
122,4,1
122,5,1
122,6,1
122,7,1
122,8,1
122,9,1
123,1,1
123,2,1
123,3,1
123,4,1
123,5,1
123,6,1
123,7,1
123,8,1
123,9,1
123,10,1
123,11,1
123,12,1
123,13,1
123,14,1
123,15,1
123,16,1
123,17,1
123,18,1
127,1,1
127,2,1
127,3,1
127,4,1
127,5,1
127,6,1
127,7,1
127,8,1
127,9,1
127,10,1
127,11,1
127,12,1
127,13,1
127,14,1
127,15,1
132,1,1
132,2,1
134,1,1
134,2,1
134,3,1
134,4,1
134,5,1
134,6,1
135,1,1
135,2,1
135,3,1
135,4,1
135,5,1
135,6,1
135,7,1
135,8,1
135,9,1
135,10,1
135,11,1
135,12,1
135,13,1
135,14,1
135,15,1
135,16,1
135,17,1
135,18,1
135,19,1
135,20,1
135,21,1
135,22,1
135,23,1
135,24,1
135,25,1
135,26,1
135,27,1
135,28,1
136,1,1
136,2,1
136,3,1
136,4,1
136,5,1
136,6,1
136,7,1
136,8,1
136,9,1
136,10,1
136,11,1
136,12,1
136,13,1
136,14,1
136,15,1
136,16,1
138,1,1
138,2,1
138,3,1
138,4,1
138,5,1
138,6,1
138,7,1
138,8,1
138,9,1
141,1,1
141,2,1
141,3,1
141,4,1
142,1,1
142,2,1
142,3,1
142,4,1
142,5,1
142,6,1
142,7,1
142,8,1
142,9,1
142,10,1
142,11,1
142,12,1
142,13,1
143,1,1
143,2,1
143,3,1
143,4,1
143,5,1
143,6,1
143,7,1
143,8,1
143,9,1
143,10,1
143,11,1
143,12,1
144,1,1
144,2,1
144,3,1
144,4,1
144,5,1
144,6,1
144,7,1
144,8,1
144,9,1
144,10,1
144,11,1
144,12,1
144,13,1
144,14,1
144,15,1
144,16,1
144,17,1
145,1,1
145,2,1
145,3,1
145,4,1
145,5,1
145,6,1
145,7,1
145,8,1
145,9,1
145,10,1
145,11,1
145,12,1
145,13,1
145,14,1
145,15,1
145,16,1
145,17,1
145,18,1
145,19,1
145,20,1
145,21,1
145,22,1
145,23,1
145,24,1
145,25,1
145,26,1
145,27,1
145,28,1
145,29,1
145,30,1
145,31,1
145,32,1
151,1,1
151,2,1
151,3,1
153,1,1
153,2,1
153,3,1
153,4,1
153,5,1
153,6,1
153,7,1
153,8,1
153,9,1
153,10,1
153,11,1
154,1,1
154,2,1
154,3,1
154,4,1
154,5,1
154,6,1
154,7,1
154,8,1
154,9,1
154,10,1
154,11,1
154,12,1
154,13,1
154,14,1
154,15,1
155,1,1
155,2,1
155,3,1
155,4,1
155,5,1
155,6,1
155,7,1
155,8,1
155,9,1
155,10,1
155,11,1
155,12,1
155,13,1
156,1,1
156,2,1
156,3,1
156,4,1
156,5,1
156,6,1
156,7,1
156,8,1
156,9,1
156,10,1
156,11,1
156,12,1
156,13,1
156,14,1
157,1,1
157,2,1
157,3,1
157,4,1
157,5,1
159,1,1
159,2,1
159,3,1
161,1,1
161,2,1
161,3,1
161,4,1
161,5,1
161,6,1
161,7,1
161,8,1
161,9,1
161,10,1
161,11,1
161,12,1
161,13,1
161,14,1
161,15,1
161,16,1
161,17,1
161,18,1
162,1,1
162,2,1
162,3,1
162,4,1
162,5,1
162,6,1
162,7,1
162,8,1
163,1,1
163,2,1
163,3,1
163,4,1
163,5,1
163,6,1
163,7,1
163,8,1
163,9,1
163,10,1
163,11,1
163,12,1
163,13,1
163,14,1
163,15,1
163,16,1
163,17,1
163,18,1
163,19,1
163,20,1
163,21,1
163,22,1
163,23,1
163,24,1
163,25,1
163,26,1
163,27,1
163,28,1
163,29,1
163,30,1
163,31,1
163,32,1
163,33,1
163,34,1
163,35,1
163,36,1
163,37,1
168,1,1
168,2,1
168,3,1
168,4,1
170,1,1
170,2,1
170,3,1
170,4,1
170,5,1
170,6,1
170,7,1
170,8,1
170,9,1
170,10,1
170,11,1
171,1,1
171,2,1
171,3,1
171,4,1
171,5,1
171,7,1
171,8,1
172,1,1
172,2,1
172,3,1
172,4,1
172,5,1
172,6,1
172,7,1
172,8,1
172,9,1
172,10,1
172,11,1
172,12,1
172,13,1
172,14,1
172,15,1
172,16,1
174,1,1
174,2,1
174,3,1
174,4,1
174,5,1
174,6,1
174,7,1
174,8,1
174,9,1
174,10,1
174,11,1
174,12,1
174,13,1
175,1,1
175,2,1
175,3,1
175,4,1
175,5,1
175,6,1
175,7,1
175,8,1
175,9,1
175,10,1
175,11,1
175,12,1
175,13,1
175,14,1
175,15,1
175,16,1
175,17,1
175,18,1
175,19,1
175,20,1
175,21,1
175,21,1
175,22,1
177,1,1
177,2,1
177,3,1
177,4,1
177,5,1
177,6,1
177,7,1
177,8,1
177,9,1
177,10,1
177,11,1
177,12,1
177,13,1
177,14,1
177,15,1
177,16,1
177,17,1
177,18,1
178,1,1
178,2,1
178,3,1
178,4,1
178,5,1
178,6,1
178,7,1
178,8,1
178,9,1
178,10,1
178,11,1
178,12,1
178,13,1
178,14,1
178,15,1
178,16,1
178,17,1
178,18,1
178,19,1
178,20,1
178,21,1
178,22,1
178,23,1
178,24,1
178,25,1
178,26,1
179,1,1
179,2,1
179,3,1
179,4,1
179,5,1
179,6,1
179,7,1
179,8,1
179,9,1
179,10,1
179,11,1
179,12,1
179,13,1
179,14,1
179,15,1
179,16,1
179,17,1
179,18,1
179,19,1
179,20,1
179,21,1
179,22,1
179,23,1
179,24,1
179,25,1
179,26,1
179,27,1
179,28,1
179,29,1
179,30,1
179,31,1
179,32,1
179,33,1
179,34,1
179,35,1
179,36,1
179,37,1
179,38,1
179,39,1
179,40,1
179,41,1
179,42,1
179,43,1
179,44,1
179,45,1
179,46,1
179,47,1
179,48,1
179,49,1
179,50,1
179,51,1
179,52,1
179,53,1
179,54,1
179,55,1
179,56,1
179,57,1
179,58,1
179,59,1
179,60,1
179,61,1
179,62,1
179,63,1
179,64,1
179,65,1
179,66,1
179,67,1
179,68,1
179,69,1
179,70,1
179,71,1
179,72,1
179,73,1
179,74,1
179,75,1
179,76,1
179,77,1
179,78,1
179,79,1
179,80,1
179,81,1
183,1,1
183,2,1
183,3,1
183,4,1
183,5,1
183,6,1
183,7,1
183,8,1
183,9,1
183,10,1
183,11,1
183,12,1
183,13,1
183,14,1
183,15,1
183,16,1
183,17,1
183,18,1
183,19,1
183,20,1
183,21,1
183,22,1
183,23,1
183,24,1
183,25,1
183,26,1
183,27,1
183,28,1
183,29,1
183,30,1
183,31,1
183,32,1
183,33,1
183,34,1
183,35,1
183,36,1
183,37,1
183,38,1
183,39,1
183,40,1
183,41,1
183,42,1
183,43,1
183,44,1
183,45,1
183,46,1
183,47,1
183,48,1
183,49,1
183,50,1
183,51,1
183,52,1
183,53,1
183,54,1
183,55,1
183,56,1
183,57,1
183,58,1
183,59,1
183,60,1
183,61,1
183,62,1
183,63,1
183,64,1
183,65,1
183,66,1
183,67,1
183,68,1
183,69,1
183,70,1
183,71,1
183,72,1
183,73,1
183,74,1
183,75,1
183,76,1
183,77,1
183,78,1
185,1,1
185,2,1
185,3,1
185,4,1
185,5,1
185,6,1
185,7,1
185,8,1
185,9,1
185,10,1
185,11,1
185,12,1
186,1,1
186,2,1
186,3,1
186,4,1
189,1,1
189,2,1
189,3,1
189,4,1
189,5,1
193,1,1
193,2,1
193,3,1
193,4,1
193,5,1
193,6,1
193,7,1
193,8,1
193,9,1
193,10,1
193,11,1
193,12,1
193,13,1
193,14,1
194,1,1
194,2,1
194,3,1
194,4,1
194,5,1
194,6,1
194,7,1
194,8,1
194,9,1
194,10,1
196,1,1
196,2,1
196,3,1
196,4,1
196,5,1
196,6,1
197,1,1
197,2,1
197,3,1
197,4,1
197,5,1
197,6,1
197,7,1
197,8,1
197,9,1
197,10,1
197,11,1
200,10,1
200,11,1
201,1,1
201,2,1
201,3,1
201,4,1
201,5,1
201,6,1
201,7,1
201,8,1
201,8,1
201,9,1
201,10,1
201,11,1
201,12,1
201,13,1
201,14,1
203,1,1
203,2,1
203,3,1
203,4,1
203,5,1
203,6,1
203,7,1
203,8,1
203,9,1
203,10,1
203,11,1
203,12,1
203,13,1
203,14,1
203,15,1
203,16,1
203,17,1
203,18,1
203,19,1
203,20,1
203,21,1
203,22,1
203,23,1
203,24,1
203,25,1
203,26,1
204,1,1
204,2,1
204,3,1
204,4,1
205,1,1
205,2,1
205,3,1
205,4,1
205,5,1
209,1,1
209,2,1
209,3,1
209,4,1
209,5,1
209,6,1
209,7,1
209,8,1
209,9,1
209,10,1
210,1,1
210,2,1
210,3,1
210,4,1
210,5,1
210,6,1
210,7,1
210,8,1
210,9,1
210,10,1
210,11,1
210,12,1
210,13,1
210,14,1
210,15,1
210,16,1
210,17,1
210,18,1
214,1,1
214,2,1
214,3,1
214,4,1
214,5,1
214,6,1
214,7,1
214,8,1
214,9,1
214,10,1
217,1,1
217,2,1
217,3,1
217,4,1
217,5,1
217,6,1
217,7,1
217,8,1
217,9,1
217,10,1
217,11,1
217,12,1
217,13,1
217,14,1
217,15,1
217,16,1
217,17,1
217,18,1
217,19,1
217,20,1
217,21,1
217,22,1
217,23,1
217,24,1
217,25,1
218,1,1
218,2,1
218,3,1
218,4,1
218,5,1
218,6,1
218,7,1
218,8,1
218,9,1
218,10,1
218,11,1
218,12,1
218,13,1
218,14,1
218,15,1
218,16,1
218,17,1
218,18,1
219,1,1
219,2,1
219,3,1
219,4,1
219,5,1
219,6,1
219,7,1
219,8,1
219,9,1
219,10,1
224,1,1
224,2,1
224,3,1
224,4,1
224,5,1
224,6,1
224,7,1
224,8,1
224,9,1
224,10,1
224,11,1
224,12,1
224,13,1
224,14,1
225,1,1
225,2,1
225,3,1
225,4,1
225,5,1
225,6,1
225,7,1
226,1,1
226,2,1
226,3,1
226,4,1
226,5,1
227,1,1
227,2,1
227,3,1
227,4,1
227,5,1
227,6,1
227,7,1
227,8,1
227,9,1
227,10,1
227,11,1
227,12,1
227,13,1
227,14,1
227,15,1
227,16,1
227,17,1
227,18,1
227,19,1
227,20,1
227,21,1
227,22,1
227,23,1
227,24,1
227,25,1
227,26,1
227,27,1
227,28,1
227,29,1
227,30,1
228,1,1
228,2,1
228,3,1
228,4,1
228,5,1
228,6,1
228,7,1
228,8,1
228,9,1
228,10,1
228,11,1
228,12,1
228,13,1
228,14,1
228,15,1
228,16,1
228,17,1
228,18,1
228,19,1
228,20,1
228,21,1
228,22,1
228,23,1
228,24,1
228,25,1
228,26,1
228,27,1
228,28,1
228,29,1
228,30,1
228,31,1
228,32,1
228,33,1
228,34,1
228,35,1
228,36,1
228,37,1
228,38,1
228,39,1
228,40,1
228,41,1
228,42,1
228,43,1
228,44,1
228,45,1
228,46,1
228,47,1
228,48,1
228,49,1
228,50,1
228,51,1
228,52,1
228,53,1
228,54,1
228,55,1
228,56,1
228,57,1
228,58,1
228,59,1
228,60,1
228,61,1
228,62,1
228,63,1
228,64,1
228,65,1
228,66,1
228,67,1
228,68,1
228,69,1
228,70,1
228,71,1
228,72,1
228,73,1
228,74,1
228,75,1
228,76,1
228,77,1
229,1,1
229,2,1
229,3,1
229,4,1
229,5,1
229,6,1
229,7,1
229,8,1
229,9,1
229,10,1
229,11,1
229,12,1
229,13,1
230,1,1
230,2,1
230,3,1
230,4,1
230,5,1
232,1,1
232,2,1
232,3,1
232,4,1
232,5,1
233,1,1
233,2,1
233,3,1
233,4,1
233,5,1
233,6,1
233,7,1
233,8,1
233,9,1
233,10,1
233,11,1
233,12,1
233,13,1
233,14,1
233,15,1
235,1,1
235,2,1
235,3,1
235,4,1
235,5,1
235,6,1
235,7,1
235,8,1
235,9,1
235,10,1
235,11,1
235,12,1
235,13,1
235,14,1
235,15,1
235,16,1
235,17,1
235,18,1
235,19,1
235,20,1
235,21,1
235,22,1
235,23,1
235,24,1
235,25,1
235,26,1
235,27,1
235,28,1
235,29,1
235,30,1
235,31,1
235,32,1
235,33,1
235,34,1
235,35,1
235,36,1
235,37,1
235,38,1
235,39,1
235,40,1
235,41,1
235,42,1
235,43,1
235,44,1
235,45,1
235,46,1
235,47,1
235,48,1
235,49,1
235,50,1
235,51,1
235,52,1
235,53,1
235,54,1
235,55,1
235,56,1
235,57,1
235,58,1
235,59,1
235,60,1
235,61,1
235,62,1
235,63,1
235,64,1
235,65,1
235,66,1
235,67,1
235,68,1
235,69,1
235,70,1
235,71,1
235,72,1
235,73,1
235,74,1
235,75,1
235,76,1
235,77,1
235,78,1
235,79,1
235,80,1
235,81,1
236,1,1
236,2,1
236,3,1
236,4,1
236,5,1
236,6,1
237,1,1
237,2,1
237,3,1
237,4,1
237,5,1
237,6,1
238,1,1
238,2,1
238,3,1
238,4,1
238,5,1
238,6,1
238,7,1
238,8,1
238,9,1
239,1,1
239,2,1
239,3,1
239,4,1
239,5,1
239,6,1
239,7,1
239,8,1
239,9,1
239,10,1
239,11,1
239,12,1
239,13,1
239,14,1
239,15,1
239,16,1
239,17,1
239,18,1
239,19,1
239,20,1
239,21,1
239,22,1
239,23,1
239,24,1
239,25,1
239,26,1
239,27,1
239,28,1
239,29,1
239,30,1
239,31,1
239,32,1
239,33,1
239,34,1
239,35,1
239,36,1
239,37,1
239,38,1
239,39,1
239,40,1
239,41,1
239,42,1
239,43,1
239,44,1
239,45,1
239,46,1
239,47,1
239,48,1
239,49,1
239,50,1
239,51,1
239,52,1
239,53,1
239,54,1
239,55,1
239,56,1
239,57,1
239,58,1
244,10,1
244,44,1
245,1,1
245,2,1
245,3,1
245,4,1
245,5,1
245,6,1
245,7,1
245,8,1
245,9,1
245,10,1
245,11,1
245,12,1
245,13,1
245,14,1
245,15,1
245,16,1
245,17,1
245,18,1
245,19,1
246,1,1
246,2,1
246,3,1
246,4,1
246,5,1
246,6,1
246,7,1
246,8,1
246,9,1
246,10,1
246,11,1
246,12,1
246,13,1
246,14,1
247,1,1
247,2,1
247,3,1
247,4,1
247,5,1
247,6,1
249,1,1
249,2,1
249,3,1
249,4,1
249,5,1
249,6,1
249,7,1
249,8,1
249,9,1
249,10,1
249,11,1
249,12,1
249,13,1
249,14,1
249,15,1
249,16,1
249,17,1
249,18,1
249,19,1
249,20,1
249,21,1
249,22,1
249,23,1
249,24,1
249,25,1
250,1,1
250,2,1
250,3,1
250,4,1
250,5,1
250,6,1
250,7,1
250,8,1
250,9,1
250,10,1
250,11,1
250,12,1
250,13,1
250,14,1
250,15,1
250,16,1
250,17,1
250,18,1
250,19,1
250,20,1
250,21,1
250,22,1
250,23,1
250,24,1
250,25,1
250,26,1
250,27,1
250,28,1
250,29,1
250,30,1
250,31,1
250,32,1
250,33,1
250,33,1
250,34,1
250,35,1
250,36,1
250,37,1
250,38,1
250,39,1
250,40,1
250,41,1
250,42,1
250,42,1
250,43,1
250,44,1
250,45,1
250,46,1
250,47,1
250,48,1
250,49,1
250,50,1
250,51,1
250,52,1
250,53,1
250,54,1
250,55,1
250,56,1
250,57,1
250,58,1
250,59,1
250,60,1
250,61,1
250,62,1
250,63,1
251,1,1
251,2,1
251,3,1
252,1,1
252,2,1
252,3,1
254,1,1
254,2,1
254,3,1
254,4,1
254,5,1
254,6,1
254,7,1
254,8,1
254,9,1
254,10,1
254,11,1
254,12,1
254,13,1
254,14,1
254,15,1
254,16,1
254,17,1
254,18,1
254,19,1
254,20,1
254,21,1
255,1,1
255,2,1
255,3,1
255,4,1
255,5,1
255,6,1
255,7,1
255,8,1
255,9,1
255,10,1
256,1,1
256,2,1
256,3,1
256,4,1
256,5,1
256,6,1
256,7,1
256,8,1
256,9,1
256,10,1
